accession,name,CS number,country code,latitude,longitude,collector,seq by,continent,country,admixed group,site,GTM axis 1,GTM axis 2,t-SNE axis 1,t-SNE axis 2,Principal component 1,Principal component 2
88,CYR,CS76790,FRA,47.4,0.683333,Valerie Le Corre,Monsanto,Europe,"France","Western Europe","CYR",9.431695494872304186e-01,-8.391439436777334837e-01,1.177605152130126953e+01,-2.982865333557128906e+01,-1.606151848421646655e-01,-2.753628059049604815e+01
108,LDV-18,CS77013,FRA,48.5167,-4.06667,Valerie Le Corre,Monsanto,Europe,"France","Western Europe","LDV",9.140654641442806927e-01,-8.364429539758275745e-01,1.338743114471435547e+01,-2.905397033691406250e+01,-1.451929296855601348e-01,-2.474698317279366222e+01
139,LDV-46,CS77014,FRA,48.5167,-4.06667,Valerie Le Corre,Monsanto,Europe,"France","Western Europe","LDV",9.143006959896775587e-01,-8.363841010930201936e-01,1.337979984283447266e+01,-2.906307601928710938e+01,-1.501566581168010950e-01,-2.454755500760093412e+01
159,MAR2-3,CS77070,FRA,47.35,3.93333,Valerie Le Corre,Monsanto,Europe,"France","Western Europe","Mar-02",9.955993538211729277e-01,-8.002606475315248158e-01,8.808966636657714844e+00,-3.128626441955566406e+01,-5.381696446369326203e+00,-2.353206515842820679e+01
265,PYL-6,CS77198,FRA,44.65,-1.16667,Valerie Le Corre,Monsanto,Europe,"France","Admixed","PYL",4.854499693316990383e-01,5.308732333957923988e-01,7.033740997314453125e+00,1.387452507019042969e+01,-3.446785733953181552e+00,-8.360190237222768772e+00
350,TOU-A1-88,CS77382,FRA,46.6667,4.11667,Fabrice Roux,Monsanto,Europe,"France","Western Europe","TOU-A1",9.979389217849130578e-01,-8.450997717182080482e-01,8.197216987609863281e+00,-3.124900245666503906e+01,-3.442894988103974985e+00,-2.772360494041542722e+01
351,TOU-A1-89,CS77383,FRA,46.6667,4.11667,Fabrice Roux,Monsanto,Europe,"France","Western Europe","TOU-A1",9.991333982291081828e-01,-8.595298970117043469e-01,7.534484386444091797e+00,-3.070748710632324219e+01,-5.096825572592074138e+00,-2.471295361766764032e+01
403,Zdarec3,CS78873,CZE,49.3667,16.2667,Marie-Theres Hauser,Monsanto,Europe,"Czechia","Central Europe","Zda-2",-5.610740005417506060e-01,-4.927088875972588343e-04,-4.314007568359375000e+01,1.514921379089355469e+01,-2.026757140824862091e+01,1.936906044232971302e+00
410,Doubravnik7,CS76808,CZE,49.4211,16.3497,Marie-Theres Hauser,Monsanto,Europe,"Czechia","Central Europe","Dou",-5.666111722146224272e-01,3.228068492691506253e-03,-4.243879318237304688e+01,1.511961460113525391e+01,-1.710661396221095387e+01,-1.460625362974361519e+00
424,Draha2,CS76812,CZE,49.4112,16.2815,Marie-Theres Hauser,Monsanto,Europe,"Czechia","Central Europe","Dra-1",-5.703755241449869340e-01,2.317782262045186875e-04,-4.470701980590820312e+01,1.459171772003173828e+01,-1.664891406005538599e+01,-2.104936233193897444e+00
428,Borky1,CS76718,CZE,49.403,16.232,Marie-Theres Hauser,Monsanto,Europe,"Czechia","Central Europe","Borky",-5.511547684288258253e-01,1.277530629791835898e-03,-4.193507766723632812e+01,1.641724395751953125e+01,-1.763066386560580057e+01,3.548276720206453128e+00
430,Gr-1,CS76496,AUT,47,15.5,Albert Kranz,Salk,Europe,"Austria","Central Europe","Graz",-6.258647863665592892e-01,-3.595568449650336437e-03,-3.776559448242187500e+01,1.194925689697265625e+01,-1.686952916035773953e+01,-9.226965751180832287e-01
470,BRR4,CS78943,USA,40.8313,-87.735,Diane Byers,MPI,North America,"United States","Germany","BRR",9.948213330619335437e-01,5.326207331395956812e-01,1.233696823120117188e+02,1.808349609375000000e+01,1.257813608988470406e+02,1.989208659609781549e+01
476,BRR12,CS78944,USA,40.8313,-87.735,Diane Byers,MPI,North America,"United States","Germany","BRR",9.948208049743529902e-01,5.325878212390378064e-01,1.229136047363281250e+02,1.947202301025390625e+01,1.257871764225037765e+02,1.986543513809808204e+01
484,BRR23,CS78945,USA,40.8313,-87.735,Diane Byers,MPI,North America,"United States","Germany","BRR",9.948162301550483866e-01,5.326034600291063015e-01,1.207995147705078125e+02,1.747640037536621094e+01,1.257842922923805844e+02,1.989164352127133029e+01
504,BRR57,CS78946,USA,40.8313,-87.735,Diane Byers,MPI,North America,"United States","Germany","BRR",9.948256886140787181e-01,5.325774924308983582e-01,1.222813949584960938e+02,1.716515541076660156e+01,1.257906410433177626e+02,1.988674304395483716e+01
506,BRR60,CS78947,USA,40.8313,-87.735,Diane Byers,MPI,North America,"United States","Germany","BRR",9.947604497290196690e-01,5.327866853859481999e-01,1.226009826660156250e+02,1.487451839447021484e+01,1.257279741207836139e+02,1.986935925164907601e+01
531,BRR107,CS78948,USA,40.8313,-87.735,Diane Byers,MPI,North America,"United States","Germany","BRR",9.943920660703368108e-01,5.333212270780777198e-01,1.179088439941406250e+02,2.267302513122558594e+01,1.254410047021230099e+02,1.976952909253052226e+01
544,LI-WP-039,CS78949,USA,40.9076,-73.2089,Oliver Bossdorf,MPI,North America,"United States","Germany","Weld Preserve - WP",9.948213330619334327e-01,5.326207331395957922e-01,1.233696823120117188e+02,1.808349609375000000e+01,1.257813608988470406e+02,1.989208659609781549e+01
546,LI-WP-041,CS78950,USA,40.9076,-73.2089,Oliver Bossdorf,MPI,North America,"United States","Germany","Weld Preserve - WP",9.948213330619335437e-01,5.326207331395959033e-01,1.233696823120117188e+02,1.808349609375000000e+01,1.257813608988470406e+02,1.989208659609781549e+01
628,LI-OF-061,CS78951,USA,40.7777,-72.9069,Oliver Bossdorf,MPI,North America,"United States","Western Europe","Organic Farm - OF",8.316149668657241145e-01,-7.757140822427350813e-01,1.607476806640625000e+01,-2.893824005126953125e+01,5.235695152167164856e+00,-2.339007922330127087e+01
630,LI-OF-065,CS77036,USA,40.7777,-72.9069,Oliver Bossdorf,Monsanto,North America,"United States","Western Europe","Organic Farm - OF",9.125960756002825525e-01,-6.584473765805800571e-01,1.441811943054199219e+01,-2.552018165588378906e+01,3.315901001071665188e+00,-1.961360971518979923e+01
680,LI-RR-096,CS78952,USA,40.9447,-72.8615,Oliver Bossdorf,MPI,North America,"United States","Germany","Randall Road - RR",9.948246164916875189e-01,5.325579336158096089e-01,1.213566055297851562e+02,1.412079811096191406e+01,1.257857031368732237e+02,1.988512402694777137e+01
681,LI-RR-097,CS78953,USA,40.9447,-72.8615,Oliver Bossdorf,MPI,North America,"United States","Germany","Randall Road - RR",9.948246164916876300e-01,5.325579336158096089e-01,1.213566055297851562e+02,1.412079811096191406e+01,1.257857031368732237e+02,1.988512402694777137e+01
685,LI-EF-011,CS78954,USA,40.9064,-73.1493,Oliver Bossdorf,MPI,North America,"United States","Germany","East Farm - EF",9.948213330619335437e-01,5.326207331395957922e-01,1.233696823120117188e+02,1.808349609375000000e+01,1.257813608988470406e+02,1.989208659609781549e+01
687,LI-EF-018,CS78955,USA,40.9064,-73.1493,Oliver Bossdorf,MPI,North America,"United States","Germany","East Farm - EF",9.947987763466945577e-01,5.326990884164093387e-01,1.205117645263671875e+02,1.872342681884765625e+01,1.257739023892468708e+02,1.985869820575087630e+01
728,LI-SET-019,CS78956,USA,40.9352,-73.114,Oliver Bossdorf,MPI,North America,"United States","Germany","Setauket - SET",9.948162301550481645e-01,5.326034600291061905e-01,1.207995147705078125e+02,1.747640037536621094e+01,1.257842922923805844e+02,1.989164352127133029e+01
742,LI-SET-036,CS78957,USA,40.9352,-73.114,Oliver Bossdorf,MPI,North America,"United States","Germany","Setauket - SET",9.948208049743528791e-01,5.325878212390378064e-01,1.229136047363281250e+02,1.947202301025390625e+01,1.257871764225037765e+02,1.986543513809808204e+01
763,Kar-1,CS76522,KGZ,42.3,74.3667,Olivier Loudet,Salk,Asia,"Kyrgyzstan","Asia","Karakol",-7.367908045677606932e-01,9.914632644236540671e-01,-3.116679763793945312e+01,8.642705535888671875e+01,-2.858792704254949868e+01,7.873661579868664262e+01
765,Sus-1,CS76607,KGZ,42.1833,73.4,Olivier Loudet,Salk,Asia,"Kyrgyzstan","Asia","Susamyr",-6.923673452946714768e-01,9.837057348109472521e-01,-3.110081100463867188e+01,8.685929870605468750e+01,-2.944049383318034074e+01,7.825630033576456412e+01
766,Dja-1,CS76473,KGZ,42.5833,73.6333,Olivier Loudet,Salk,Asia,"Kyrgyzstan","Asia","Djarly",-5.935785036529879211e-01,9.997817143921945426e-01,-3.267728424072265625e+01,8.835680389404296875e+01,-3.312848384610978769e+01,9.522952319538335075e+01
768,Zal-1,CS76634,KGZ,42.8,76.35,Olivier Loudet,Salk,Asia,"Kyrgyzstan","Asia","Zalisky",-6.154244675764160011e-01,9.993971370022823875e-01,-3.216871261596679688e+01,8.792424774169921875e+01,-3.364183595600069765e+01,9.084819140325262765e+01
772,Neo-6,CS76560,TJK,37.35,72.4667,Olivier Loudet,Salk,Asia,"Tajikistan","Asia","Neo-Shahdara",-5.961589999066442269e-01,9.998949803282881632e-01,-3.291554641723632812e+01,8.814254760742187500e+01,-3.316168352467152403e+01,9.942862460821359605e+01
801,KYC-33,CS76992,USA,37.9169,-84.4639,Kathleen Donohue,Monsanto,North America,"United States","Germany","KYC",9.871718912403808499e-01,-5.316141375607792430e-01,1.312235260009765625e+01,-6.017198562622070312e+00,4.535441574773002138e+00,-1.044231303838902747e+01
853,MIA-1,CS78958,USA,41.7976,-86.6691,Kathleen Donohue,MPI,North America,"United States","Germany","MIA",9.948584264123064846e-01,5.328000405983446264e-01,1.261393508911132812e+02,2.132351493835449219e+01,1.258130902532159752e+02,1.987966951536054339e+01
854,MIA-5,CS78959,USA,41.7976,-86.6691,Kathleen Donohue,MPI,North America,"United States","Germany","MIA",9.948297703005488657e-01,5.329017271779864506e-01,1.241731567382812500e+02,2.306631660461425781e+01,1.257876528344941391e+02,1.987213473984895273e+01
867,MIC-20,CS78960,USA,41.8266,-86.4366,Kathleen Donohue,MPI,North America,"United States","Germany","MIC",9.948524884995423312e-01,5.327076934761787452e-01,1.230238189697265625e+02,2.241825485229492188e+01,1.258090543331125559e+02,1.988122531793563041e+01
868,MIC-24,CS78961,USA,41.8266,-86.4366,Kathleen Donohue,MPI,North America,"United States","Germany","MIC",9.948584264123064846e-01,5.328000405983446264e-01,1.261393737792968750e+02,2.132352066040039062e+01,1.258130902532159752e+02,1.987966951536054339e+01
870,MIC-31,CS77082,USA,41.8266,-86.4366,Kathleen Donohue,Monsanto,North America,"United States","Germany","MIC",9.693768863165485028e-01,7.781883168740371115e-01,6.384592819213867188e+01,-3.062027692794799805e+00,8.847039601694463329e+01,1.632583497718584464e+00
915,LIN S-5,CS77040,USA,41.8972,-71.4378,Kathleen Donohue,Monsanto,North America,"United States","Germany","LIN S",9.803919567056245121e-01,-4.764510696511783938e-01,7.066556453704833984e+00,-1.028068542480468750e+01,-9.033207899017556386e+00,-1.267904353544345319e+01
932,CHA-41,CS76765,USA,42.3634,-71.1445,Kathleen Donohue,Monsanto,North America,"United States","Western Europe","CHA",9.933867114557319855e-01,9.999343592479255083e-01,6.081879425048828125e+01,-5.666238307952880859e+00,3.768758110392305127e+01,-1.496908001419437539e+01
991,Ale-Stenar-41-1,CS76651,SWE,55.3833,14.05,Jon Ågren,GMI,Europe,"Sweden","South Sweden","Ales Stenar",6.478308433204512662e-01,7.431957464226850163e-02,-8.036216497421264648e-01,5.184402942657470703e+00,-5.479761138747206495e+00,-8.463269584386328148e+00
992,Ale-Stenar-44-4,CS76652,SWE,55.3833,14.05,Jon Ågren,GMI,Europe,"Sweden","South Sweden","Ales Stenar",6.945060455651508313e-01,2.851180071011312316e-03,-6.959813833236694336e-01,5.303167819976806641e+00,-6.470725887703459911e+00,-1.021413580952400579e+01
997,Ale-Stenar-56-14,CS76653,SWE,55.3833,14.05,Jon Ågren,GMI,Europe,"Sweden","South Sweden","Ales Stenar",4.647589952816980063e-01,2.941429544776054672e-01,-1.381166219711303711e+00,6.672257900238037109e+00,-7.826900498926115723e+00,-5.598615446221075764e+00
1002,Ale-Stenar-64-24,CS76654,SWE,55.3833,14.05,Jon Ågren,GMI,Europe,"Sweden","South Sweden","Ales Stenar",5.644143085261240644e-01,1.919949039290183845e-01,-6.282965540885925293e-01,5.784193515777587891e+00,-6.661707556329484525e+00,-4.974744693661723005e+00
1006,Ale-Stenar-77-31,CS77636,SWE,55.3833,14.05,Jon Ågren,GMI,Europe,"Sweden","South Sweden","Ales Stenar",6.489453385385701711e-01,7.205557375964483091e-02,-8.357682228088378906e-01,5.090217113494873047e+00,-3.985961595846945205e+00,-1.133277526981494354e+01
1061,Brösarp-11-135,CS76727,SWE,55.7167,14.1333,Jon Ågren,GMI,Europe,"Sweden","South Sweden","BrÃ¶sarp",8.147497527665892303e-01,-4.826825441943407430e-02,2.875696897506713867e+00,5.883096694946289062e+00,-7.475464069114274857e+00,-2.768531054753364806e+00
1062,Brösarp-15-138,CS76728,SWE,55.7167,14.1333,Jon Ågren,GMI,Europe,"Sweden","South Sweden","BrÃ¶sarp",-3.641305947712078495e-02,-3.617727876279705317e-03,-2.476266670227050781e+01,-1.587854290008544922e+01,-1.073681347137677911e+01,-1.303560083245061563e+01
1063,Brösarp-21-140,CS76729,SWE,55.7167,14.1333,Jon Ågren,GMI,Europe,"Sweden","South Sweden","BrÃ¶sarp",9.919563087987248728e-01,-8.796869270509583005e-02,5.374567031860351562e+00,-1.577673256397247314e-01,-1.222921955471908717e+01,-4.853067161196173096e+00
1066,Brösarp-34-145,CS76730,SWE,55.7167,14.1333,Jon Ågren,GMI,Europe,"Sweden","South Sweden","BrÃ¶sarp",8.559848180157663133e-01,-6.974659409275399402e-02,4.690448284149169922e+00,2.609726667404174805e+00,-1.007664937137942651e+01,-4.668570646367754762e+00
1070,Brösarp-45-153,CS77643,SWE,55.7167,14.1333,Jon Ågren,GMI,Europe,"Sweden","South Sweden","BrÃ¶sarp",6.603973588731133493e-01,5.657493331469930220e-02,-4.283669948577880859e+00,9.008574485778808594e+00,-1.081968638503339797e+01,-4.776285946988023667e+00
1158,Aledal-6-49,CS76656,SWE,56.7,16.5167,Jon Ågren,GMI,Europe,"Sweden","South Sweden","Aledal",4.978488862193913844e-01,4.094303956496585517e-01,2.248328924179077148e+00,1.071365451812744141e+01,-1.352474802218185168e+01,-3.615857087956061200e+00
1166,Aledal-14-73,CS77651,SWE,56.7,16.5167,Jon Ågren,GMI,Europe,"Sweden","South Sweden","Aledal",4.978218841084211532e-01,4.028480263670282668e-01,2.260434865951538086e+00,1.068985843658447266e+01,-1.119234675866370488e+01,-5.357605174349798993e+00
1254,Tos-82-387,CS77379,SWE,59.4333,17.0167,Jon Ågren,GMI,Europe,"Sweden","North Sweden","Tos",4.354441645118952153e-01,7.593028823592734566e-01,5.303931236267089844e+00,1.801686859130859375e+01,-1.246660988413003146e+01,9.838883696224089093e+00
1257,Tos-95-393,CS77380,SWE,59.4333,17.0167,Jon Ågren,GMI,Europe,"Sweden","North Sweden","Tos",4.379455716024927003e-01,7.334858741897093415e-01,5.296823024749755859e+00,1.767893791198730469e+01,-1.338487908361935297e+01,8.856318111565508744e+00
1313,Ängsö-59-422,CS77658,SWE,59.5667,16.8667,Jon Ågren,GMI,Europe,"Sweden","Admixed","Ã„ngsÃ¶",4.346519726417251706e-01,6.714094205185094921e-01,5.263137817382812500e+00,1.709164047241210938e+01,-8.634651697143887361e+00,9.174485879443102121e+00
1317,Ängsö-74-430,CS76665,SWE,59.5667,16.8667,Jon Ågren,GMI,Europe,"Sweden","Admixed","Ã„ngsÃ¶",4.188398264851053154e-01,6.697663056472249465e-01,5.175745010375976562e+00,1.714826202392578125e+01,-8.844648917476369832e+00,7.923401684695252634e+00
1552,Sku-30,CS77251,SWE,63.0833,18.3667,Jon Ågren,GMI,Europe,"Sweden","North Sweden","Sku",1.130814126677424925e-01,9.973866836344792430e-01,-9.471905708312988281e+00,3.656948852539062500e+01,-2.260591606379208685e+01,3.887256546807238777e+01
1612,Brn-10,CS78962,USA,41.9,-86.583,Diane Byers,MPI,North America,"United States","Germany","Brn",9.948524884995423312e-01,5.327076934761787452e-01,1.230238189697265625e+02,2.241825485229492188e+01,1.258090543331125559e+02,1.988122531793563041e+01
1622,Brn-24,CS78963,USA,41.9,-86.583,Diane Byers,MPI,North America,"United States","Germany","Brn",9.948584264123064846e-01,5.328000405983446264e-01,1.261393737792968750e+02,2.132352066040039062e+01,1.258130902532159752e+02,1.987966951536054339e+01
1651,DuckLkSP38,CS78964,USA,43.3431,-86.4045,Diane Byers,MPI,North America,"United States","Germany","DuckLkSP",9.948173035670402342e-01,5.324724085521544970e-01,1.214727096557617188e+02,1.943188858032226562e+01,1.257837851027076397e+02,1.988183268733844500e+01
1652,DuckLkSP40,CS78965,USA,43.3431,-86.4045,Diane Byers,MPI,North America,"United States","Germany","DuckLkSP",9.948173035670402342e-01,5.324724085521544970e-01,1.214727096557617188e+02,1.943188858032226562e+01,1.257837851027076397e+02,1.988183268733844500e+01
1676,Haz-2,CS78966,USA,41.879,-86.607,Diane Byers,MPI,North America,"United States","Germany","Haz",9.948256886140788291e-01,5.325774924308982472e-01,1.224057312011718750e+02,1.726187896728515625e+01,1.257906410433177626e+02,1.988674304395483716e+01
1684,Haz-10,CS78967,USA,41.879,-86.607,Diane Byers,MPI,North America,"United States","Germany","Haz",9.948279609543904112e-01,5.326169359820508431e-01,1.212853012084960938e+02,1.581829643249511719e+01,1.257905603154133729e+02,1.988000768544989683e+01
1739,KBS-Mac-68,CS78968,USA,42.405,-85.398,Diane Byers,MPI,North America,"United States","Germany","KBS-Mackay",9.948001264274309863e-01,5.327385817555561065e-01,1.254680175781250000e+02,1.780584526062011719e+01,1.257724608611670476e+02,1.990363382715738183e+01
1741,KBS-Mac-74,CS78969,USA,42.405,-85.398,Diane Byers,MPI,North America,"United States","Germany","KBS-Mackay",9.948114181660776545e-01,5.326262833691914889e-01,1.246776809692382812e+02,1.717045211791992188e+01,1.257814223829944638e+02,1.989266703799613012e+01
1756,Ker-4,CS78970,USA,42.184,-86.358,Diane Byers,MPI,North America,"United States","Germany","Ker",9.948095107744047150e-01,5.325882029136757012e-01,1.191871337890625000e+02,1.572063159942626953e+01,1.257824383949949407e+02,1.984149016332264992e+01
1757,Ker-5,CS78971,USA,42.184,-86.358,Diane Byers,MPI,North America,"United States","Germany","Ker",9.948144033960326649e-01,5.325778802069083273e-01,1.201538314819335938e+02,1.543542003631591797e+01,1.257859030158089411e+02,1.986279806917940149e+01
1793,L-R-5,CS78972,USA,41.847,-86.67,Diane Byers,MPI,North America,"United States","Germany","L-R",9.948316583455875106e-01,5.326698218295740084e-01,1.259317474365234375e+02,1.985772514343261719e+01,1.257946769634211535e+02,1.988518724137975013e+01
1797,L-R-10,CS78973,USA,41.847,-86.67,Diane Byers,MPI,North America,"United States","Germany","L-R",9.948256886140788291e-01,5.325774924308982472e-01,1.219813079833984375e+02,1.726523208618164062e+01,1.257906410433177626e+02,1.988674304395483716e+01
1819,Lak-12,CS78974,USA,41.8,-86.67,Diane Byers,MPI,North America,"United States","Germany","Lak",9.948456451940622669e-01,5.327300679354023405e-01,1.237838287353515625e+02,2.268000221252441406e+01,1.257933647866645686e+02,1.988167110680684502e+01
1820,Lak-13,CS78975,USA,41.8,-86.67,Diane Byers,MPI,North America,"United States","Germany","Lak",9.948430764039134511e-01,5.327336743579161871e-01,1.224812164306640625e+02,2.259215736389160156e+01,1.258027055821753635e+02,1.988612579525210933e+01
1829,Mdn-1,CS77077,USA,42.051,-86.509,Diane Byers,Monsanto,North America,"United States","Germany","Mdn",9.903506242729852582e-01,9.123028883512661613e-01,6.213033676147460938e+01,-3.457376241683959961e+00,6.102920932648959962e+01,3.420083682835082795e-01
1834,Mdn-8,CS78976,USA,42.051,-86.509,Diane Byers,MPI,North America,"United States","Germany","Mdn",9.948388026531617134e-01,5.326988916795984963e-01,1.258609924316406250e+02,1.899935722351074219e+01,1.257980608563307641e+02,1.989975978873156492e+01
1835,Mdn-10,CS78977,USA,42.051,-86.509,Diane Byers,MPI,North America,"United States","Germany","Mdn",9.895627889512874642e-01,5.421085766229563063e-01,1.170718994140625000e+02,1.780263900756835938e+01,1.229935397147201712e+02,1.765050594049310462e+01
1851,MNF-Pot-10,CS78978,USA,43.595,-86.2657,Diane Byers,MPI,North America,"United States","Germany","MNF-Potter",9.894157671416012878e-01,5.420234023834864523e-01,1.170717010498046875e+02,1.780145454406738281e+01,1.229270622293520177e+02,1.763098683793531762e+01
1852,MNF-Pot-15,CS78979,USA,43.595,-86.2657,Diane Byers,MPI,North America,"United States","Germany","MNF-Potter",9.408161147206759445e-01,6.217967348536671546e-01,1.158681411743164062e+02,1.606033134460449219e+01,1.013203569567784825e+02,1.472192325234288646e+01
1853,MNF-Pot-21,CS77099,USA,43.595,-86.2657,Diane Byers,Monsanto,North America,"United States","Germany","MNF-Potter",9.673309916785651774e-01,7.386167882644402161e-01,6.414974212646484375e+01,-2.873825550079345703e+00,9.120244722048187214e+01,9.296164757264353540e+00
1872,MNF-Pot-75,CS77100,USA,43.595,-86.2657,Diane Byers,Monsanto,North America,"United States","Germany","MNF-Potter",9.650455023851443048e-01,7.891581631251314288e-01,6.302840042114257812e+01,-2.486416339874267578e+00,7.794661997718932867e+01,5.106109457205699087e+00
1890,MNF-Riv-21,CS77101,USA,43.5139,-86.1859,Diane Byers,Monsanto,North America,"United States","Asia","MNF River",-8.799456912822094523e-01,9.977577312360518258e-01,-2.956913185119628906e+01,7.959687042236328125e+01,-3.070687404645990171e+01,7.733020643350323553e+01
1925,MNF-Che-2,CS77096,USA,43.5251,-86.1843,Diane Byers,Monsanto,North America,"United States","Germany","MNF-Cherry",6.908002217658012478e-01,4.401544962457242804e-01,6.127830886840820312e+01,-1.659802675247192383e+00,4.108997876264114524e+01,1.797049964634263119e+01
1942,MNF-Che-47,CS78980,USA,43.5251,-86.1843,Diane Byers,MPI,North America,"United States","Germany","MNF-Cherry",9.948256886140788291e-01,5.325774924308982472e-01,1.224046859741210938e+02,1.726181983947753906e+01,1.257906410433177626e+02,1.988674304395483716e+01
1943,MNF-Che-49,CS78981,USA,43.5251,-86.1843,Diane Byers,MPI,North America,"United States","Germany","MNF-Cherry",9.948162301550481645e-01,5.326034600291061905e-01,1.207995147705078125e+02,1.747640037536621094e+01,1.257842922923805844e+02,1.989164352127133029e+01
1954,MNF-Jac-12,CS77097,USA,43.5187,-86.1739,Diane Byers,Monsanto,North America,"United States","Germany","MNF-Jack",7.409184500202485868e-01,4.170216003229887947e-01,6.137714767456054688e+01,-1.895609140396118164e+00,4.814892793183098973e+01,1.300260739627303153e+01
2016,MNF-Pin-39,CS77098,USA,43.5356,-86.1788,Diane Byers,Monsanto,North America,"United States","Admixed","MNF-Pine",-9.310593553187367366e-01,-3.770778922505597652e-01,-2.999247550964355469e+01,7.827654838562011719e+00,-1.147421196720285508e+01,-1.737199474526696985e+00
2017,MNF-Pin-40,CS78982,USA,43.5356,-86.1788,Diane Byers,MPI,North America,"United States","Germany","MNF-Pine",9.948388026531617134e-01,5.326988916795984963e-01,1.258609924316406250e+02,1.899935722351074219e+01,1.257980608563307641e+02,1.989975978873156492e+01
2031,Map-8,CS78983,USA,42.166,-86.412,Diane Byers,MPI,North America,"United States","Germany","Map",9.948279609543904112e-01,5.326169359820508431e-01,1.212831115722656250e+02,1.581865596771240234e+01,1.257905603154133729e+02,1.988000768544989683e+01
2053,Map-35,CS78984,USA,42.166,-86.412,Diane Byers,MPI,North America,"United States","Germany","Map",9.948236075125349576e-01,5.326601982476806274e-01,1.223196563720703125e+02,1.590328311920166016e+01,1.257812801709426367e+02,1.988535123759286805e+01
2057,Map-42,CS77732,USA,42.166,-86.412,Diane Byers,MPI,North America,"United States","Germany","Map",9.658259436455189917e-01,7.338772692040766987e-01,6.415149688720703125e+01,-2.783185482025146484e+00,9.371471379404292179e+01,6.105236862860282443e+00
2081,MuskSP-68,CS78985,USA,43.2483,-86.3368,Diane Byers,MPI,North America,"United States","Germany","MuskSP",9.948208049743529902e-01,5.325878212390378064e-01,1.229136047363281250e+02,1.947202301025390625e+01,1.257871764225037765e+02,1.986543513809808204e+01
2091,MuskSP-83,CS78986,USA,43.2483,-86.3368,Diane Byers,MPI,North America,"United States","Germany","MuskSP",9.948162301550481645e-01,5.326034600291061905e-01,1.207995147705078125e+02,1.747640037536621094e+01,1.257842922923805844e+02,1.989164352127133029e+01
2106,MSGA-10,CS78987,USA,43.2749,-86.0891,Diane Byers,MPI,North America,"United States","Germany","MSGA",9.948143906792190627e-01,5.325837060256578548e-01,1.241804046630859375e+02,1.486044502258300781e+01,1.257813439753967089e+02,1.988375387524227733e+01
2108,MSGA-12,CS78988,USA,43.2749,-86.0891,Diane Byers,MPI,North America,"United States","Germany","MSGA",9.948143906792190627e-01,5.325837060256578548e-01,1.241804046630859375e+02,1.486044502258300781e+01,1.257813439753967089e+02,1.988375387524227733e+01
2141,MSGA-61,CS78989,USA,43.2749,-86.0891,Diane Byers,MPI,North America,"United States","Germany","MSGA",9.947344101910464698e-01,5.325018011618287694e-01,1.181901245117187500e+02,1.998227310180664062e+01,1.257148664900285269e+02,1.986423477268449034e+01
2159,Paw-13,CS78990,USA,42.148,-86.431,Diane Byers,MPI,North America,"United States","Germany","Paw",9.947275304629448200e-01,5.325437446598227931e-01,1.184674758911132812e+02,2.058033180236816406e+01,1.257078039991740468e+02,1.985896115658002969e+01
2166,Paw-20,CS78991,USA,42.148,-86.431,Diane Byers,MPI,North America,"United States","Germany","Paw",9.948105914535598782e-01,5.326095648598910826e-01,1.202197036743164062e+02,1.668401527404785156e+01,1.257859094356483922e+02,1.987310773159480703e+01
2171,Paw-26,CS77164,USA,42.148,-86.431,Diane Byers,Monsanto,North America,"United States","Germany","Paw",9.373521034971576960e-01,-6.293300625923649028e-01,1.194113731384277344e+01,-1.043948745727539062e+01,1.275124433573700777e+01,-1.463410719600787324e+01
2191,Pent-7,CS78992,USA,43.7623,-86.3929,Diane Byers,MPI,North America,"United States","Germany","Pent",9.946759831739390156e-01,5.327127345563801297e-01,1.177947006225585938e+02,2.218999290466308594e+01,1.256662240062251357e+02,1.979899276710707667e+01
2202,Pent-23,CS77168,USA,43.7623,-86.3929,Diane Byers,Monsanto,North America,"United States","Admixed","Pent",-9.537389483248008837e-01,-4.455980624452123839e-01,-3.341722869873046875e+01,6.578009128570556641e+00,-1.822304599533248393e+01,1.906581106696972228e+01
2212,Pent-46,CS78993,USA,43.7623,-86.3929,Diane Byers,MPI,North America,"United States","Germany","Pent",9.948256886140788291e-01,5.325774924308982472e-01,1.220313949584960938e+02,1.775489044189453125e+01,1.257906410433177626e+02,1.988674304395483716e+01
2239,Riv-25,CS78994,USA,42.184,-86.382,Diane Byers,MPI,North America,"United States","Germany","Riv",9.948095107744047150e-01,5.325882029136757012e-01,1.191871337890625000e+02,1.572063159942626953e+01,1.257824383949949407e+02,1.984149016332264992e+01
2240,Riv-26,CS78995,USA,42.184,-86.382,Diane Byers,MPI,North America,"United States","Germany","Riv",9.948279609543904112e-01,5.326169359820508431e-01,1.210974044799804688e+02,1.592644596099853516e+01,1.257905603154133729e+02,1.988000768544989683e+01
2276,SLSP-31,CS77254,USA,43.665,-86.496,Diane Byers,Monsanto,North America,"United States","Admixed","SLSP",9.995772183341513628e-01,9.905319630039912671e-01,6.172151184082031250e+01,-4.927288055419921875e+00,5.316409326253188539e+01,-1.355177026370579085e+01
2278,SLSP-35,CS77255,USA,43.665,-86.496,Diane Byers,Monsanto,North America,"United States","Germany","SLSP",9.934112800737824323e-01,8.387594997990427403e-01,6.303586959838867188e+01,-3.383824110031127930e+00,7.497926219523183988e+01,1.693873170400006511e+00
