accession,name,CS number,country code,latitude,longitude,collector,seq by,continent,country,admixed group,site,GTM axis 1,GTM axis 2,t-SNE axis 1,t-SNE axis 2,Principal component 1,Principal component 2
6750,FM-11,CS79014,USA,42.4489,-76.5072,Michael Nachman,MPI,North America,"United States","Germany","FM",9.948256886140788291e-01,5.325774924308982472e-01,1.220306243896484375e+02,1.775471496582031250e+01,1.257906410433177626e+02,1.988674304395483716e+01
6805,HS-12,CS79015,USA,42.373,-71.0627,Toby Kellogg,MPI,North America,"United States","Germany","HS",9.947458710910329627e-01,5.324956259266795389e-01,1.184466400146484375e+02,2.072348403930664062e+01,1.257241635579495806e+02,1.986722394139705372e+01
6806,HS-17,CS79016,USA,42.373,-71.0627,Toby Kellogg,MPI,North America,"United States","Germany","HS",9.947458710910329627e-01,5.324956259266795389e-01,1.184466400146484375e+02,2.072348403930664062e+01,1.257241635579495806e+02,1.986722394139705372e+01
6814,KNO-15,CS79017,USA,41.2816,-86.621,Joy Bergelson,MPI,North America,"United States","Germany","Knox",9.948476240746739752e-01,5.327180958715981296e-01,1.237917022705078125e+02,2.212787055969238281e+01,1.258055897122985840e+02,1.985991741207887173e+01
6830,Kz-13,CS76994,KAZ,49.5,73.1,Ihsan Al-Shehbaz,MPI,Asia,"Kazakhstan","Admixed","KZ",-9.999873660469607017e-01,-4.994751696143400754e-01,-2.997982740402221680e+00,-3.300786733627319336e+00,-2.238329080187591913e+01,3.613048903957398039e+01
6897,Ag-0,CS76430,FRA,45,1.3,Albert Kranz,Salk,Europe,"France","Western Europe","Ag",9.841046864288842677e-01,-8.811373348436848385e-01,1.037540817260742188e+01,-2.954425621032714844e+01,-4.722456319435908156e+00,-2.542442391251564260e+01
6898,An-1,CS76435,BEL,51.2167,4.4,Albert Kranz,Salk,Europe,"Belgium","Admixed","An",9.287691892588847420e-01,-6.747557088185476282e-01,1.352058792114257812e+01,-2.561913871765136719e+01,1.053188496579079425e+00,-1.862807782073246443e+01
6900,Bil-5,CS76709,SWE,63.324,18.484,Magnus Nordborg,GMI,Europe,"Sweden","North Sweden","Bil",4.688276133093730591e-01,9.868778189565452497e-01,-3.968650341033935547e+00,3.224124526977539062e+01,-1.598789435203625864e+01,2.356635460074201660e+01
6901,Bil-7,CS76710,SWE,63.324,18.484,Magnus Nordborg,GMI,Europe,"Sweden","North Sweden","Bil",4.703175716489256253e-01,9.870201572395562728e-01,-3.967859983444213867e+00,3.223638916015625000e+01,-1.580820540179771427e+01,2.365672503424269735e+01
6903,Bor-4,CS76454,CZE,49.4013,16.2326,Jirina Relichov,Salk,Europe,"Czechia","Central Europe","Bor",-5.511323152660273506e-01,1.860777916979489610e-03,-4.283029937744140625e+01,1.666967964172363281e+01,-1.997472728592595104e+01,-1.758810488962115448e+00
6904,Br-0,CS76455,CZE,49.2,16.6166,Albert Kranz,Salk,Europe,"Czechia","Western Europe","Br",9.974237668049557026e-01,-9.145531481758222281e-01,7.256349563598632812e+00,-3.425152206420898438e+01,-7.678695575539985718e+00,-2.463913514232787350e+01
6907,CIBC-17,CS76770,UK,51.4083,-0.6383,Mick Crawley,Salk,Europe,"United Kingdom","Admixed","CIBC",9.537563690006196637e-01,-5.697145755420041091e-01,1.372647476196289062e+01,-6.712461471557617188e+00,6.758629867696154925e+00,-1.219400615201256954e+01
6908,CIBC-5,CS78894,UK,51.4083,-0.6383,Mick Crawley,Salk,Europe,"United Kingdom","Western Europe","CIBC",7.662269497862862488e-01,-8.643825695703547529e-01,1.814294242858886719e+01,-3.071298027038574219e+01,3.277877884835238120e+00,-2.922682890846414949e+01
6909,Col-0,CS76778,USA,38.3,-92.3,Albert Kranz,GMI,North America,"United States","Germany","Col",9.992180988007774989e-01,-4.064735899538211572e-01,4.710528373718261719e+00,-7.652922153472900391e+00,1.262283044162438306e-01,-1.203479895259401644e+01
6911,Cvi-0,CS76789,CPV,15.1111,-23.6167,Albert Kranz,Salk,Africa,"Cabo Verde","Relict","Cvi",-9.651563576020130153e-01,-7.509067562876476920e-01,-2.879421806335449219e+01,-4.358333969116210938e+01,-2.080010502664177707e+01,1.924880311315266379e+00
6913,Eden-2,CS76827,SWE,62.877,18.177,Magnus Nordborg,GMI,Europe,"Sweden","North Sweden","Eden",8.267040436381034585e-02,9.992834624202172611e-01,-1.077633953094482422e+01,3.705220794677734375e+01,-2.097284825830129762e+01,3.579058059679562831e+01
6915,Ei-2,CS76478,GER,50.3,6.3,Albert Kranz,Salk,Europe,"Germany","Germany","Eifel",9.975564783810499936e-01,-5.737367308893845941e-01,9.948234558105468750e+00,-9.135972023010253906e+00,-4.671050875840560224e+00,-1.866051572447941709e+01
6917,Fäb-2,CS76850,SWE,63.0165,18.3174,Magnus Nordborg,GMI,Europe,"Sweden","North Sweden","FÃ¤b",1.573636696420719072e-01,9.974022045526754754e-01,-8.769634246826171875e+00,3.557335281372070312e+01,-2.125411437290935979e+01,4.132516150271031563e+01
6918,Fäb-4,CS76851,SWE,63.0165,18.3174,Magnus Nordborg,GMI,Europe,"Sweden","North Sweden","FÃ¤b",1.420011242297261334e-01,9.994235512602896998e-01,-8.785593032836914062e+00,3.602393722534179688e+01,-2.021583761219420694e+01,3.884848689687741796e+01
6919,Ga-0,CS76490,GER,50.3,8,Albert Kranz,Salk,Europe,"Germany","Central Europe","Gabelstein",-7.507290805712736326e-01,-1.441947694954093424e-02,-3.485037612915039062e+01,1.211322975158691406e+01,-1.361342974360182367e+01,-4.391896328201322142e+00
6920,Got-22,CS76884,GER,51.5338,9.9355,Gerhard Röbbelen,Salk,Europe,"Germany","Admixed","Goettingen",5.352896898448782359e-01,4.269444474920000010e-01,7.729469299316406250e+00,1.254933452606201172e+01,-4.253611590868035641e+00,-8.432964240491019225e+00
6922,Gu-0,CS76498,GER,50.3,8,Albert Kranz,Salk,Europe,"Germany","Germany","Glueckingen",9.985778281908765930e-01,-4.403094770190364993e-01,6.935482978820800781e+00,-7.691868782043457031e+00,-1.962034785134118220e+00,-1.328448184792438980e+01
6923,HR-10,CS76940,UK,51.4083,-0.6383,Mick Crawley,Salk,Europe,"United Kingdom","Western Europe","HR",5.083280969814301109e-01,-9.997338627237227771e-01,2.256474113464355469e+01,-3.381780624389648438e+01,6.139854288822893302e+00,-3.553189556342921662e+01
6924,HR-5,CS76514,UK,51.4083,-0.6383,Mick Crawley,Salk,Europe,"United Kingdom","Western Europe","HR",6.641933557499559715e-01,-9.852073046790235100e-01,2.047873497009277344e+01,-3.307503509521484375e+01,6.448394116703101808e+00,-3.235889272483373702e+01
6926,Kin-0,CS76527,USA,44.46,-85.37,Albert Kranz,Salk,North America,"United States","Western Europe","Kin",7.493738236936757779e-01,-6.881688819724051109e-01,1.806537628173828125e+01,-2.858037376403808594e+01,6.469556637918086217e+00,-2.813689937507760419e+01
6927,KNO-10,CS76973,USA,41.2816,-86.621,Joy Bergelson,"Salk,MPI",North America,"United States","Germany","Knox",9.948252279457487912e-01,5.329346554053101537e-01,1.263075103759765625e+02,2.188519287109375000e+01,1.257910122071650534e+02,1.986692107388147832e+01
6929,Kondara,CS76532,TJK,38.48,68.49,Igor Vizir,Salk,Asia,"Tajikistan","Asia","Kondara",-5.757819494584149878e-01,9.999805832808809081e-01,-3.300265502929687500e+01,8.892774200439453125e+01,-3.365208867820929584e+01,1.022167965856446017e+02
6931,Kz-9,CS76537,KAZ,49.5,73.1,Ihsan Al-Shehbaz,Salk,Asia,"Kazakhstan","Asia","KZ",-8.452084540030733173e-01,9.945168137363279426e-01,-3.170469093322753906e+01,7.943161773681640625e+01,-2.898778859417788212e+01,7.453007087598787450e+01
6932,Ler-1,CS77021,GER,47.984,10.8719,Eric Holub,"MPI,GMI",Europe,"Germany","Admixed","Ler",-9.999971758346228867e-01,-4.985890583171623813e-01,-3.222917318344116211e+00,-2.941982984542846680e+00,-1.628778744191863126e+01,9.189260837385802461e+00
6933,LL-0,CS77047,ESP,41.59,2.49,Albert Kranz,Salk,Europe,"Spain","Spain","Ll",-1.654393585486484408e-01,-9.482768713384056580e-01,-2.474965286254882812e+01,-5.201490402221679688e+01,-9.610199808747976746e+00,-2.701769020668483279e+01
6938,Ms-0,CS76555,RUS,55.7522,37.6322,Albert Kranz,Salk,Europe,"Russian Federation","Asia","Ms",-9.842310154028016678e-01,9.800191379620171173e-01,-3.192044258117675781e+01,7.629627990722656250e+01,-2.452184275524802004e+01,4.811226271873744764e+01
6940,Mz-0,CS76557,GER,50.3,8.3,Albert Kranz,Salk,Europe,"Germany","Germany","Merzhausen/Ts.",9.966404129073253015e-01,-4.150485018427587103e-01,7.138959884643554688e+00,-8.092911720275878906e+00,-7.341888433366418276e+00,-1.456297422955085707e+01
6943,NFA-10,CS77126,UK,51.4083,-0.6383,Mick Crawley,Salk,Europe,"United Kingdom","Western Europe","NFA",6.672555591911880635e-01,-9.721245803432905230e-01,2.053568458557128906e+01,-3.259587478637695312e+01,6.206262237571696261e+00,-2.937158827976341158e+01
6944,NFA-8,CS78913,UK,51.4083,-0.6383,Mick Crawley,Salk,Europe,"United Kingdom","Western Europe","NFA",5.686728323032101962e-01,-9.519410603991637077e-01,2.155068588256835938e+01,-3.311696243286132812e+01,7.301437725019184199e+00,-3.244218482638135725e+01
6945,Nok-3,CS76562,NED,52.24,4.45,Albert Kranz,Salk,Europe,"Netherlands","Germany","Nok",9.911614008769523698e-01,-5.074196135617633496e-01,1.237430953979492188e+01,-5.737853527069091797e+00,2.116013493730419359e+00,-9.709837980325175977e+00
6951,Pu2-23,CS76579,CZE,49.42,16.36,Ivo Cetl,Salk,Europe,"Czechia","Central Europe","Pu2",-5.761330273430078641e-01,7.533476837354674202e-03,-3.750236892700195312e+01,1.559466171264648438e+01,-2.058614593426910488e+01,7.058075392397350489e-01
6956,Pu2-7,CS76580,CZE,49.42,16.36,Ivo Cetl,Salk,Europe,"Czechia","Central Europe","Pu2",-5.646815456658043075e-01,3.063684970218517184e-02,-3.768691253662109375e+01,1.562297630310058594e+01,-1.997590069872661545e+01,1.192415717153782584e+00
6957,Pu2-8,CS77192,CZE,49.42,16.36,Ivo Cetl,Salk,Europe,"Czechia","Central Europe","Pu2",-5.718562627102056206e-01,7.932717952735727704e-03,-3.754602050781250000e+01,1.559640979766845703e+01,-1.945882054014374773e+01,2.055761209980550563e-01
6958,Ra-0,CS76582,FRA,46,3.3,Albert Kranz,Salk,Europe,"France","Western Europe","Ra",9.877088381389964589e-01,-8.545177283217012532e-01,9.660332679748535156e+00,-3.076486968994140625e+01,-4.740172696713153222e+00,-2.684809882401210146e+01
6959,Rennes-1,CS77210,FRA,48.5,-1.41,Gerhard Röbbelen,Salk,Europe,"France","Western Europe","REN",9.267287424174739385e-01,-8.425152095680817910e-01,1.325170803070068359e+01,-2.810687255859375000e+01,3.447634226468109020e+00,-2.403501867525539382e+01
6960,Rennes-11,CS77211,FRA,48.5,-1.41,Gerhard Röbbelen,Salk,Europe,"France","Western Europe","REN",8.898543858924951033e-01,-8.483011561437657777e-01,1.433567237854003906e+01,-2.836246871948242188e+01,3.107969442640799773e+00,-2.442513025606758248e+01
6961,Se-0,CS76597,ESP,38.3333,-3.53333,Albert Kranz,Salk,Europe,"Spain","Spain","Se",-1.593358941405793039e-01,-9.646123097238685773e-01,-2.555776023864746094e+01,-5.234066009521484375e+01,-7.669672139959152979e+00,-2.740190005491736969e+01
6963,Sorbo,CS78917,TJK,38.35,68.48,Igor Vizir,Salk,Asia,"Tajikistan","Asia","Sorbo",-5.991126339595600481e-01,9.995303669036751382e-01,-3.230559539794921875e+01,8.822933197021484375e+01,-3.190183768372455830e+01,9.076127558655772987e+01
6966,Sq-1,CS77266,UK,51.4083,-0.6383,Mick Crawley,Salk,Europe,"United Kingdom","Western Europe","SQ",6.368605377313187876e-01,-9.820301528655582812e-01,2.078806686401367188e+01,-3.336211013793945312e+01,3.473670715712791068e+00,-3.122143480634912294e+01
6967,Sq-8,CS76604,UK,51.4083,-0.6383,Mick Crawley,Salk,Europe,"United Kingdom","Western Europe","SQ",9.578399747625828686e-01,-5.842324780716215971e-01,1.452348709106445312e+01,-4.818268299102783203e+00,2.867058755609106946e+00,-1.544798504061929023e+01
6968,Tamm-2,CS76610,FIN,60,23.5,Outi Savolainen,"Salk,GMI",Europe,"Finland","North Sweden","Tamm",3.227759932411963795e-01,7.677007194551838110e-01,-6.926159858703613281e+00,3.170208358764648438e+01,-1.740424660658129596e+01,3.376828602102693822e+01
6969,Tamm-27,CS77341,FIN,60,23.5,Outi Savolainen,Salk,Europe,"Finland","North Sweden","Tamm",3.198556530110301388e-01,7.706980194981362109e-01,-6.928206443786621094e+00,3.170596122741699219e+01,-1.773123654170436581e+01,3.389180043734031500e+01
6970,Ts-1,CS76615,ESP,41.7194,2.93056,Albert Kranz,Salk,Europe,"Spain","Spain","Ts",-1.654711048521399774e-01,-9.567013827460176811e-01,-2.504424858093261719e+01,-5.248611068725585938e+01,-9.093401978620169857e+00,-2.665559967452397316e+01
6971,Ts-5,CS77388,ESP,41.7194,2.93056,Albert Kranz,Salk,Europe,"Spain","Spain","Ts",-1.536401498188664505e-01,-9.592046685129828054e-01,-2.560839462280273438e+01,-5.171952819824218750e+01,-9.799962077723655796e+00,-2.644787986186576134e+01
6973,Ull2-3,CS78817,SWE,56.0648,13.9707,Magnus Nordborg,GMI,Europe,"Sweden","Germany","Ull2",9.875470418913062653e-01,-3.249160210284536832e-01,9.722097396850585938e+00,-2.757876634597778320e+00,-3.563434900687019624e+00,-4.356162531579318653e+00
6974,Ull2-5,CS78818,SWE,56.0648,13.9707,Magnus Nordborg,GMI,Europe,"Sweden","South Sweden","Ull2",5.693132468554595871e-01,1.157457864036136597e-01,-5.474341392517089844e+00,8.131232261657714844e+00,-1.089948754345334869e+01,2.455089072065751998e-01
6975,Uod-1,CS76621,AUT,48.3,14.45,Marcus Koch,Salk,Europe,"Austria","Central Europe","Uod",-6.642783872181454718e-01,-3.172316825889314601e-02,-3.772056961059570312e+01,1.266775035858154297e+01,-1.471517638085314950e+01,-5.593583983739741861e+00
6976,Uod-7,CS78823,AUT,48.3,14.45,Marcus Koch,Salk,Europe,"Austria","Central Europe","Uod",-6.581777192465685378e-01,-2.493204557361723001e-02,-3.794504928588867188e+01,1.289134597778320312e+01,-1.663513103491604994e+01,-3.994158302686682038e+00
6979,Wei-0,CS76628,SUI,47.25,8.26,Alan Slusarenko,Salk,Europe,"Switzerland","Central Europe","Wei",-9.734637451377013972e-01,-3.910415234914087212e-02,-2.222393751144409180e+00,-2.010614776611328125e+01,-6.406721150828413869e+00,-1.896804743334431009e+01
6981,Ws-2,CS78920,RUS,52.3,30,Kenneth Feldmann,"MPI,Salk",Europe,"Russian Federation","Admixed","Ws",9.674017181943505017e-01,-2.109863535025962022e-01,7.779467105865478516e+00,4.528376102447509766e+00,-8.881156437832297357e+00,6.188413802584784129e+00
6982,Wt-5,CS76632,GER,52.3,9.3,Albert Kranz,Salk,Europe,"Germany","Germany","Wietze",9.975532818970099802e-01,-5.076602499393609857e-01,1.012120056152343750e+01,-7.799963474273681641e+00,-5.823710360377036821e+00,-1.407083063170476400e+01
6984,Zdr-1,CS76635,CZE,49.3853,16.2544,Jirina Relichov,Salk,Europe,"Czechia","Central Europe","Zdr",-5.535492147658257478e-01,2.437513545199211824e-04,-4.419473648071289062e+01,1.591855621337890625e+01,-1.732622874861108642e+01,1.309064587577297267e+00
6986,Abd-0,CS76429,UK,57.1539,-2.2207,R. Mitchelson,Salk,Europe,"United Kingdom","Western Europe","Abd",5.007463479495610770e-01,-9.999977951816116928e-01,2.268629455566406250e+01,-3.475929641723632812e+01,7.249526963546448322e+00,-3.600574221855881518e+01
6987,Ak-1,CS76431,GER,48.0683,7.62551,Albert Kranz,Salk,Europe,"Germany","Admixed","Achkarren/Freiburg ",-9.780843350827505001e-01,-1.136821431146633338e-01,-5.821688100695610046e-02,-2.073524093627929688e+01,-5.533421949968256648e+00,-1.936288030590493392e+01
6989,Alst-1,CS76432,UK,54.8,-2.4333,Maarten Koornneef,Salk,Europe,"United Kingdom","Western Europe","Alst",7.304326877409714758e-01,-9.411156284128262550e-01,1.981171226501464844e+01,-3.213454055786132812e+01,5.315659210517439170e+00,-3.031518065241502669e+01
6990,Amel-1,CS76434,NED,53.448,5.73,Maarten Koornneef,Salk,Europe,"Netherlands","Admixed","Amel",7.781272866288103662e-01,-9.150759758843268754e-02,6.049535274505615234e+00,6.417543411254882812e+00,-1.141597107699671199e+01,-8.053840924104072485e+00
6992,Ang-0,CS76436,BEL,50.3,5.3,Albert Kranz,Salk,Europe,"Belgium","Admixed","Ang",8.160788931064399954e-01,-7.073607446986156511e-01,6.962534427642822266e+00,-3.029240989685058594e+01,-3.954748119954135888e+00,-2.488215746887208724e+01
6997,Appt-1,CS76440,NED,51.8333,5.5833,Maarten Koornneef,Salk,Europe,"Netherlands","Germany","Appt",9.713427239019185588e-01,-4.194441054631985466e-01,1.259136676788330078e+01,-4.450922489166259766e+00,-3.317916811705706071e+00,-1.297988782561457199e+01
7000,Aa-0,CS76428,GER,50.9167,9.57073,Albert Kranz,Salk,Europe,"Germany","Germany","Aua/Rhon ",9.966556077082966425e-01,-3.919104323292481040e-01,8.434283256530761719e+00,-5.408072948455810547e+00,-1.424695428822558618e+00,-1.045383310705282476e+01
7002,Baa-1,CS76442,NED,51.3333,6.1,Maarten Koornneef,Salk,Europe,"Netherlands","Germany","Baa",9.968686965518628318e-01,-4.936641711436197122e-01,1.225276184082031250e+01,-5.048348426818847656e+00,1.448379032445333392e+00,-1.455581085033331767e+01
7003,Bs-1,CS78888,SUI,47.5,7.5,Albert Kranz,Salk,Europe,"Switzerland","Admixed","Bs",-9.827700122511250358e-01,-8.243253636372077642e-02,-6.032371893525123596e-02,-2.134665489196777344e+01,-5.081072450223545367e+00,-2.096159548914801718e+01
7008,Benk-1,CS76447,NED,52,5.675,Maarten Koornneef,Salk,Europe,"Netherlands","Germany","Benk",9.963317596894296635e-01,-5.984517110922484839e-01,1.063389396667480469e+01,-8.976306915283203125e+00,-9.953646789980110654e-01,-1.667942115344661858e+01
7013,Bd-0,CS76445,GER,52.4584,13.287,Albert Kranz,Salk,Europe,"Germany","South Sweden","Berlin/Dahlem ",8.318224356509528183e-01,-1.115387649085970018e-01,5.483780384063720703e+00,5.750536918640136719e+00,-1.337376734531158107e+01,-3.323225708860944927e+00
7014,Ba-1,CS76441,UK,56.5459,-4.79821,Albert Kranz,Salk,Europe,"United Kingdom","Germany","Black Mount (Ba)",9.967320479402816957e-01,-5.929080815581685426e-01,1.020019054412841797e+01,-9.178376197814941406e+00,-1.223766978542534245e+00,-1.808944377359284772e+01
7025,Bl-1,CS76450,ITA,44.5041,11.3396,Albert Kranz,Salk,Europe,"Italy","Central Europe","Bl",-7.787768548024136539e-01,-1.793574637464245836e-01,-3.189615249633789062e+01,1.032328128814697266e+01,-1.657942444216401867e+01,-6.715363178653967147e+00
7026,Boot-1,CS76452,UK,54.4,-3.2667,Maarten Koornneef,Salk,Europe,"United Kingdom","Western Europe","Boot",9.190501031985882641e-01,-8.022913370526782995e-01,1.311392498016357422e+01,-2.856068420410156250e+01,2.447457890699729965e+00,-2.505005476524469543e+01
7028,Bch-1,CS76444,GER,49.5166,9.3166,Albert Kranz,Salk,Europe,"Germany","Admixed","Buchen/Lauenburg",9.660434523894687597e-01,-3.890268479791375578e-01,9.883610725402832031e+00,-6.222333431243896484e+00,-6.227584857166426069e+00,-1.230920568239036150e+01
7031,Bsch-0,CS76457,GER,50.0167,8.6667,Albert Kranz,Salk,Europe,"Germany","Germany","Buchschlag/Frankfurt am Main",9.980003252003116776e-01,-4.763902221594926711e-01,7.980578899383544922e+00,-1.014751625061035156e+01,-6.994211367433314841e+00,-1.665451510447129380e+01
7033,Buckhorn Pass,CS76733,USA,41.3599,-122.755,Angus Murphy,"Salk,MPI",North America,"United States","Germany","Buckhorn Pass",9.947792729873873308e-01,5.326196768508341117e-01,1.238807144165039062e+02,1.613783264160156250e+01,1.257431101979383783e+02,1.985555525585752079e+01
7036,Bu-0,CS78889,GER,50.5,9.5,Albert Kranz,"MPI,Salk",Europe,"Germany","Germany","Burghaun/Rhon",9.965581649178153478e-01,-4.309598577738876224e-01,6.823583602905273438e+00,-7.572462081909179688e+00,-2.710167194977884275e+00,-1.379676651125111420e+01
7058,Bur-0,CS76734,IRL,53.08,-9.07555556,Albert Kranz,Mott,Europe,"Ireland","Admixed","Bur",4.850189156658303857e-01,5.575470656531343883e-01,7.259963989257812500e+00,1.404318332672119141e+01,-6.427456140696207854e+00,-6.207502794908959842e+00
7061,Cal-0,CS76460,UK,53.2699,-1.64293,Albert Kranz,Salk,Europe,"United Kingdom","Admixed","Cal",4.846010519954221385e-01,5.572182914721970359e-01,7.260936260223388672e+00,1.403924560546875000e+01,-6.534445234013759318e+00,-6.234054248013305433e+00
7062,Ca-0,CS76459,GER,50.2981,8.26607,Albert Kranz,Salk,Europe,"Germany","Germany","Camberg/Taunus",9.987287806107580934e-01,-5.590550521201961276e-01,9.537552833557128906e+00,-9.288655281066894531e+00,-1.044201486706004545e+00,-1.854549205494989295e+01
7063,Can-0,CS76740,ESP,29.2144,-13.4811,Albert Kranz,Mott,Europe,"Spain","Relict","Can",-9.294349440020037711e-01,-7.652551884742584409e-01,-1.484507846832275391e+01,-4.327455520629882812e+01,-1.258284634480461328e+01,-9.037859960254161606e+00
7064,Cnt-1,CS76467,UK,51.3,1.1,Eric Holub,Salk,Europe,"United Kingdom","Western Europe","Canterbury (Sullivan garden)",5.094062774300845975e-01,-9.998049368808616943e-01,2.213984680175781250e+01,-3.426017379760742188e+01,8.975198237194106810e+00,-3.651955455648230497e+01
7067,Ct-1,CS76786,ITA,37.3,15,Albert Kranz,Mott,Europe,"Italy","Central Europe","Ct",-7.561080054018860519e-01,-7.815287785392675129e-03,-4.071930694580078125e+01,8.516646385192871094e+00,-1.582462666398048867e+01,-2.668718280495846695e+00
7068,Cerv-1,CS76462,ITA,42,12.1,Maarten Koornneef,Salk,Europe,"Italy","Italy, Balkan and Caucasus","Cerv",9.993380375549922867e-01,-9.639128123980984508e-01,5.477648258209228516e+00,-3.599403762817382812e+01,-7.104736495497837367e+00,-2.470580345326044736e+01
7071,Chat-1,CS76463,FRA,48.0717,1.33867,Maarten Koornneef,Salk,Europe,"France","Western Europe","Chat",9.653531653505722510e-01,-7.919464930050303941e-01,1.098251056671142578e+01,-2.917111778259277344e+01,-1.011958357222862315e+00,-2.359915105851747796e+01
7072,Chi-0,CS76464,RUS,53.7502,34.7361,Albert Kranz,Salk,Europe,"Russian Federation","Admixed","Chi",-9.914953446033304418e-01,8.745962301192463650e-01,-3.252556610107421875e+01,7.587789916992187500e+01,-2.342486839931240539e+01,4.132992865924089898e+01
7077,Co-1,CS76468,POR,40.12,-8.25,Albert Kranz,Salk,Europe,"Portugal","Italy, Balkan and Caucasus","Co",-3.932454310675646547e-01,-8.070245733726512105e-01,3.071061611175537109e+00,-3.705838394165039062e+01,-1.110787405600521893e+01,-1.917364626007777062e+01
7081,Co,CS78895,POR,40.2077,-8.42639,George Redei,Salk,Europe,"Portugal","Spain","Co",-1.122029545323268047e-02,-6.814561063188336876e-01,-2.007069587707519531e+01,-4.099794387817382812e+01,-8.305268698157055596e+00,-2.447634087162164462e+01
7092,Com-1,CS76469,FRA,49.416,2.823,Maarten Koornneef,Salk,Europe,"France","Western Europe","Com",7.651202002240344857e-01,-8.222654977610218685e-01,1.751919364929199219e+01,-3.022438049316406250e+01,2.751118918404291680e+00,-2.995710780951211305e+01
7094,Da-0,CS76791,GER,49.8724,8.65081,Albert Kranz,Monsanto,Europe,"Germany","Germany","Darmstadt",7.478861336732401943e-01,-4.406648358781737884e-01,6.795530796051025391e+00,-9.988665580749511719e+00,-7.594228173729248077e+00,-1.394190827427788726e+01
7096,Di-G,CS76472,FRA,47.3239,5.04278,Maarten Koornneef,Salk,Europe,"France","Admixed","Di",-9.999972229079945318e-01,-4.986092852066170145e-01,-3.222413539886474609e+00,-2.942339420318603516e+00,-1.615924991160314406e+01,9.064441436765914517e+00
7102,Do-0,CS76474,GER,50.7224,8.2372,Albert Kranz,Salk,Europe,"Germany","Germany","Donsbach/Westerw.",9.960091813304926545e-01,-4.964226578620576369e-01,9.196297645568847656e+00,-8.635033607482910156e+00,-1.579384469314933703e+00,-1.349169078979093861e+01
7103,Dra-0,CS76476,CZE,49.4167,16.2667,Albert Kranz,Salk,Europe,"Czechia","Central Europe","Dra",-5.230202657813264322e-01,1.926870709716766897e-05,-4.580984115600585938e+01,1.482219219207763672e+01,-1.922455842840881246e+01,-4.557017001452239313e-01
7106,Dr-0,CS78897,GER,51.051,13.7336,Albert Kranz,"MPI,Salk",Europe,"Germany","Central Europe","Dresden",-7.381033928819067391e-01,-4.870504478249610553e-02,-3.544559860229492188e+01,1.235563373565673828e+01,-1.436963337787441652e+01,-7.035057947260630051e+00
7107,Durh-1,CS76477,UK,54.7761,-1.5733,Maarten Koornneef,Salk,Europe,"United Kingdom","Western Europe","Durh",5.000080021817647769e-01,-5.000001139477165957e-01,1.976871681213378906e+01,-2.434903717041015625e+01,4.912766560058445364e+00,-3.735758831020339699e+01
7109,Ema-1,CS76480,UK,51.3,0.5,Eric Holub,Salk,Europe,"United Kingdom","Western Europe","Ema",5.000705764475187332e-01,-9.999999310653145956e-01,2.342488670349121094e+01,-3.463861083984375000e+01,8.467430176911479478e+00,-3.807621867648147429e+01
7111,Edi-0,CS76831,UK,55.9494,-3.16028,Albert Kranz,Mott,Europe,"United Kingdom","Admixed","Edi",9.729187235932661437e-01,-5.327860544366531670e-01,1.399533557891845703e+01,-5.721822738647460938e+00,4.175549321558627014e+00,-1.440099230977009981e+01
7117,El-0,CS76479,GER,51.5105,9.68253,Albert Kranz,Salk,Europe,"Germany","Germany","Eifel",9.948204408942280530e-01,-3.731366496114917886e-01,9.766650199890136719e+00,-3.753112316131591797e+00,-1.649561577289397063e-01,-1.274061352773871292e+01
7119,En-2,CS76481,GER,50,8.5,Albert Kranz,Salk,Europe,"Germany","Germany","Enkheim/Frankfurt",9.057562020796622315e-01,-5.192582846408960728e-01,7.443190097808837891e+00,-1.078516006469726562e+01,-3.464014121051495199e+00,-1.634331904804382063e+01
7120,En-D,CS76482,GER,50,8.5,Albert Kranz,Salk,Europe,"Germany","Central Europe","Enkheim/Frankfurt",-7.557633718588283589e-01,-7.390736222620730191e-03,-4.071900558471679688e+01,8.517103195190429688e+00,-1.596232537943781793e+01,-2.585278115880102145e+00
7125,Er-0,CS78898,GER,49.5955,11.0087,Albert Kranz,"MPI,Salk",Europe,"Germany","Germany","Erlangen",9.982833325710654959e-01,-5.301458502940024076e-01,9.129351615905761719e+00,-9.174687385559082031e+00,-5.463851567126284614e+00,-1.806222554612006448e+01
7126,Es-0,CS76484,FIN,60.1997,24.5682,Albert Kranz,Salk,Europe,"Finland","Admixed","Es",4.717861206216338865e-01,4.447958225905037088e-01,3.498264402151107788e-02,1.252805137634277344e+01,-1.737097389205901621e+01,2.070610772985997627e+01
7127,Est,CS76485,EST,58.6656,24.9871,Brigitte Damm,Salk,Europe,"Estonia","Admixed","EstGER",-8.736234186626590237e-01,-4.046431885478908863e-01,-3.042213439941406250e+01,8.510541915893554688e+00,-8.814917766312122538e+00,-1.601598609967219977e-01
7130,Et-0,CS76486,FRA,44.6447,2.56481,Albert Kranz,Salk,Europe,"France","Western Europe","Et",9.987704661297563957e-01,-9.213639108666005217e-01,7.963220119476318359e+00,-3.227281951904296875e+01,-8.114223398655276753e+00,-2.382706038126387682e+01
